Airline,Date_of_Journey,Source,Destination,Dep_Time,Duration,Total_Stops,Additional_Info,Price,Arrival_Time
GoAir,2025-02-14,Chennai,Mumbai,18:03,6h 35m,non-stop,In-flight meal not included,13837,00:38
Vistara,2025-06-27,Pune,Mumbai,14:58,7h 18m,3 stops,No Info,8474,22:16
SpiceJet,2025-09-01,Kolkata,Bangalore,08:52,6h 12m,non-stop,In-flight meal not included,6022,15:04
AirAsia,2025-07-31,Chennai,Hyderabad,13:46,2h 44m,non-stop,No Info,8536,16:30
Alliance Air,2025-02-15,Chennai,Jaipur,16:25,9h 37m,non-stop,No check-in baggage included,14349,02:02
SpiceJet,2025-04-10,Pune,Kolkata,12:23,4h 44m,3 stops,No Info,9209,17:07
AirAsia,2024-10-17,Bangalore,Jaipur,09:49,5h 45m,non-stop,No check-in baggage included,2563,15:34
Air India,2025-05-16,Mumbai,Hyderabad,11:05,6h 38m,1 stop,No check-in baggage included,4667,17:43
IndiGo,2025-03-23,Bangalore,Mumbai,00:13,6h 49m,2 stops,No Info,8002,07:02
GoAir,2024-10-23,Kolkata,Hyderabad,09:18,7h 19m,2 stops,In-flight meal not included,11603,16:37
Vistara,2025-07-11,Jaipur,Chennai,01:32,2h 4m,non-stop,In-flight meal not included,4058,03:36
IndiGo,2025-06-28,Mumbai,Hyderabad,13:24,1h 53m,non-stop,In-flight meal not included,13019,15:17
Vistara,2024-12-10,Chennai,Mumbai,16:16,9h 14m,2 stops,No Info,7891,01:30
GoAir,2024-09-12,Chennai,Jaipur,07:58,9h 48m,2 stops,No Info,11736,17:46
SpiceJet,2024-10-11,Kolkata,Delhi,04:10,2h 13m,non-stop,No Info,7618,06:23
SpiceJet,2025-08-02,Pune,Jaipur,18:50,3h 12m,1 stop,In-flight meal not included,2773,22:02
GoAir,2025-06-30,Pune,Mumbai,04:17,5h 14m,2 stops,No Info,6024,09:31
Vistara,2025-03-05,Kolkata,Pune,02:34,5h 27m,3 stops,In-flight meal not included,9666,08:01
Alliance Air,2025-03-30,Pune,Mumbai,19:43,7h 16m,2 stops,In-flight meal not included,7122,02:59
Vistara,2024-09-18,Mumbai,Chennai,15:08,2h 30m,1 stop,In-flight meal not included,12188,17:38
Alliance Air,2025-05-25,Delhi,Hyderabad,14:13,8h 10m,2 stops,In-flight meal not included,14445,22:23
IndiGo,2025-05-08,Mumbai,Delhi,15:00,1h 31m,non-stop,In-flight meal not included,5545,16:31
IndiGo,2025-02-16,Mumbai,Kolkata,00:12,3h 47m,2 stops,In-flight meal not included,11739,03:59
AirAsia,2025-03-25,Delhi,Chennai,21:46,6h 48m,2 stops,No check-in baggage included,14038,04:34
AirAsia,2025-04-29,Jaipur,Pune,07:29,4h 21m,2 stops,No Info,7960,11:50
AirAsia,2024-11-04,Bangalore,Delhi,13:58,7h 48m,non-stop,In-flight meal not included,2800,21:46
IndiGo,2024-11-08,Hyderabad,Pune,17:14,8h 5m,2 stops,No Info,2956,01:19
GoAir,2024-09-20,Bangalore,Delhi,16:30,9h 4m,non-stop,In-flight meal not included,8721,01:34
Alliance Air,2025-03-06,Chennai,Jaipur,14:03,6h 28m,non-stop,In-flight meal not included,2056,20:31
AirAsia,2025-04-14,Chennai,Mumbai,10:25,5h 28m,1 stop,No Info,12377,15:53
Air India,2025-02-01,Delhi,Jaipur,04:44,5h 57m,1 stop,In-flight meal not included,6377,10:41
AirAsia,2025-05-18,Pune,Mumbai,03:00,2h 7m,3 stops,No check-in baggage included,2868,05:07
Air India,2024-10-02,Chennai,Pune,08:51,2h 43m,3 stops,No check-in baggage included,12421,11:34
IndiGo,2024-11-22,Mumbai,Pune,05:48,2h 7m,1 stop,No check-in baggage included,4786,07:55
SpiceJet,2025-03-25,Hyderabad,Pune,21:06,2h 58m,2 stops,No Info,8474,00:04
SpiceJet,2024-10-16,Pune,Kolkata,07:28,4h 30m,3 stops,In-flight meal not included,8784,11:58
GoAir,2025-04-05,Kolkata,Pune,22:29,2h 5m,non-stop,In-flight meal not included,3242,00:34
SpiceJet,2025-07-16,Kolkata,Chennai,17:01,9h 24m,1 stop,In-flight meal not included,11669,02:25
SpiceJet,2024-10-09,Delhi,Jaipur,01:14,3h 5m,non-stop,No Info,4822,04:19
GoAir,2025-03-20,Hyderabad,Delhi,23:27,1h 9m,non-stop,No Info,4793,00:36
Air India,2025-01-12,Hyderabad,Mumbai,06:33,4h 57m,non-stop,In-flight meal not included,5921,11:30
Air India,2025-02-14,Delhi,Pune,12:37,9h 47m,non-stop,No check-in baggage included,5184,22:24
SpiceJet,2024-10-13,Bangalore,Jaipur,23:22,8h 4m,2 stops,In-flight meal not included,14135,07:26
AirAsia,2024-11-07,Hyderabad,Kolkata,08:34,7h 19m,1 stop,No Info,14907,15:53
Air India,2025-04-12,Pune,Jaipur,20:46,6h 45m,non-stop,No Info,13351,03:31
Vistara,2025-01-19,Jaipur,Kolkata,17:23,5h 5m,2 stops,No check-in baggage included,12573,22:28
Vistara,2025-02-13,Kolkata,Jaipur,06:54,4h 50m,non-stop,No Info,7552,11:44
Air India,2024-12-30,Jaipur,Delhi,05:45,3h 37m,3 stops,No Info,8228,09:22
Alliance Air,2025-04-29,Delhi,Jaipur,08:00,5h 4m,1 stop,No Info,5563,13:04
Vistara,2025-08-19,Mumbai,Hyderabad,00:42,5h 0m,non-stop,No Info,4765,05:42
IndiGo,2025-03-27,Hyderabad,Mumbai,05:38,2h 58m,2 stops,No check-in baggage included,6811,08:36
Air India,2025-03-16,Pune,Jaipur,04:34,4h 22m,2 stops,No Info,3028,08:56
Vistara,2025-08-06,Hyderabad,Kolkata,17:11,9h 22m,3 stops,No Info,4503,02:33
SpiceJet,2024-12-24,Hyderabad,Jaipur,13:00,9h 9m,3 stops,In-flight meal not included,2183,22:09
SpiceJet,2025-06-17,Bangalore,Mumbai,11:00,2h 30m,2 stops,No Info,4727,13:30
Vistara,2025-03-29,Jaipur,Kolkata,07:39,6h 12m,3 stops,No check-in baggage included,3174,13:51
SpiceJet,2025-04-12,Bangalore,Chennai,07:40,5h 56m,1 stop,No check-in baggage included,9610,13:36
Vistara,2025-01-31,Pune,Bangalore,02:32,9h 31m,1 stop,No Info,6728,12:03
Vistara,2024-12-08,Kolkata,Delhi,13:55,6h 1m,1 stop,In-flight meal not included,10300,19:56
Vistara,2025-06-15,Kolkata,Pune,13:44,3h 48m,2 stops,In-flight meal not included,9291,17:32
IndiGo,2025-07-24,Chennai,Hyderabad,21:00,1h 22m,non-stop,No Info,5610,22:22
IndiGo,2024-12-14,Bangalore,Hyderabad,16:13,1h 22m,1 stop,No Info,14045,17:35
Vistara,2024-12-16,Chennai,Kolkata,07:04,8h 35m,2 stops,No check-in baggage included,11407,15:39
Air India,2024-10-07,Jaipur,Mumbai,21:50,2h 35m,2 stops,No Info,14010,00:25
SpiceJet,2024-10-18,Bangalore,Delhi,23:44,7h 28m,1 stop,No check-in baggage included,5747,07:12
AirAsia,2025-02-27,Chennai,Hyderabad,08:06,3h 12m,non-stop,No check-in baggage included,8103,11:18
Alliance Air,2025-03-18,Pune,Hyderabad,20:57,5h 57m,3 stops,In-flight meal not included,4885,02:54
SpiceJet,2025-08-12,Mumbai,Kolkata,14:14,6h 33m,3 stops,No check-in baggage included,5312,20:47
GoAir,2025-01-17,Jaipur,Mumbai,17:06,6h 5m,1 stop,No check-in baggage included,11369,23:11
AirAsia,2025-02-18,Hyderabad,Mumbai,14:57,8h 10m,2 stops,No Info,13495,23:07
Vistara,2025-04-06,Bangalore,Pune,10:11,2h 27m,3 stops,No Info,8792,12:38
IndiGo,2024-10-28,Bangalore,Jaipur,02:12,9h 41m,1 stop,No check-in baggage included,7747,11:53
Air India,2025-02-21,Bangalore,Hyderabad,00:03,8h 38m,1 stop,No check-in baggage included,13260,08:41
SpiceJet,2024-11-19,Delhi,Jaipur,23:39,1h 54m,1 stop,No Info,6457,01:33
Vistara,2024-09-24,Kolkata,Chennai,00:58,2h 42m,non-stop,No check-in baggage included,9686,03:40
GoAir,2025-06-07,Mumbai,Pune,13:41,9h 47m,2 stops,No check-in baggage included,14800,23:28
Air India,2025-07-19,Bangalore,Mumbai,00:22,2h 19m,1 stop,No check-in baggage included,4735,02:41
SpiceJet,2024-10-10,Pune,Mumbai,07:00,1h 14m,1 stop,In-flight meal not included,3415,08:14
IndiGo,2024-11-14,Chennai,Kolkata,21:54,9h 15m,1 stop,No check-in baggage included,5406,07:09
IndiGo,2025-07-30,Delhi,Jaipur,13:21,7h 59m,2 stops,No Info,2473,21:20
Air India,2024-10-07,Hyderabad,Delhi,02:28,9h 32m,3 stops,In-flight meal not included,7758,12:00
Alliance Air,2025-04-06,Jaipur,Chennai,15:42,5h 23m,1 stop,No Info,4950,21:05
Air India,2025-02-27,Delhi,Bangalore,12:27,4h 23m,1 stop,No Info,6976,16:50
GoAir,2025-08-02,Jaipur,Chennai,00:11,9h 46m,1 stop,No Info,3458,09:57
Vistara,2025-04-06,Jaipur,Bangalore,08:14,8h 26m,2 stops,No check-in baggage included,9015,16:40
SpiceJet,2025-02-19,Delhi,Mumbai,07:24,8h 10m,1 stop,No Info,2263,15:34
AirAsia,2025-07-01,Jaipur,Pune,07:22,2h 7m,3 stops,In-flight meal not included,2382,09:29
AirAsia,2025-07-19,Jaipur,Kolkata,12:29,9h 29m,2 stops,No check-in baggage included,10476,21:58
GoAir,2025-02-10,Hyderabad,Jaipur,04:56,1h 23m,1 stop,No check-in baggage included,4190,06:19
IndiGo,2024-11-22,Mumbai,Bangalore,07:04,3h 52m,2 stops,No check-in baggage included,10014,10:56
Alliance Air,2024-09-06,Chennai,Hyderabad,18:18,6h 37m,non-stop,No Info,7399,00:55
AirAsia,2025-02-18,Bangalore,Kolkata,08:13,9h 43m,3 stops,No check-in baggage included,5611,17:56
Air India,2025-08-25,Jaipur,Mumbai,12:07,1h 23m,3 stops,In-flight meal not included,2684,13:30
AirAsia,2024-12-20,Bangalore,Hyderabad,01:48,3h 16m,1 stop,No check-in baggage included,3337,05:04
Alliance Air,2025-08-26,Chennai,Bangalore,11:17,9h 23m,2 stops,In-flight meal not included,3713,20:40
SpiceJet,2025-07-28,Kolkata,Jaipur,22:35,9h 32m,1 stop,In-flight meal not included,5276,08:07
Vistara,2025-01-19,Mumbai,Hyderabad,09:46,6h 35m,non-stop,No Info,10638,16:21
AirAsia,2025-02-27,Chennai,Delhi,00:43,6h 11m,non-stop,No Info,8300,06:54
GoAir,2025-06-08,Chennai,Mumbai,08:27,6h 18m,non-stop,No Info,14445,14:45
IndiGo,2025-04-06,Pune,Chennai,16:51,7h 57m,3 stops,In-flight meal not included,14038,00:48
GoAir,2025-07-16,Mumbai,Bangalore,04:16,6h 32m,1 stop,In-flight meal not included,10199,10:48
Air India,2024-11-11,Jaipur,Kolkata,07:42,6h 2m,2 stops,No Info,6173,13:44
AirAsia,2025-06-03,Bangalore,Pune,12:55,5h 20m,2 stops,No Info,8177,18:15
AirAsia,2025-07-28,Jaipur,Hyderabad,13:28,6h 54m,1 stop,In-flight meal not included,9619,20:22
Vistara,2024-09-23,Pune,Mumbai,02:11,8h 32m,2 stops,In-flight meal not included,7112,10:43
IndiGo,2025-08-17,Jaipur,Bangalore,20:53,2h 8m,2 stops,No Info,7813,23:01
AirAsia,2025-03-07,Hyderabad,Bangalore,01:14,2h 20m,3 stops,No Info,9700,03:34
Air India,2025-08-20,Jaipur,Mumbai,20:43,6h 26m,non-stop,No Info,10032,03:09
Vistara,2025-01-08,Kolkata,Pune,18:04,5h 37m,3 stops,No check-in baggage included,10178,23:41
Alliance Air,2025-01-21,Bangalore,Chennai,13:49,2h 49m,3 stops,In-flight meal not included,4355,16:38
AirAsia,2024-12-03,Jaipur,Mumbai,08:33,3h 59m,3 stops,No Info,7726,12:32
GoAir,2024-09-15,Mumbai,Delhi,21:47,8h 16m,2 stops,No Info,13277,06:03
GoAir,2025-04-01,Hyderabad,Delhi,19:22,5h 28m,non-stop,In-flight meal not included,7966,00:50
Alliance Air,2024-10-01,Pune,Bangalore,07:30,3h 32m,1 stop,No Info,2385,11:02
Vistara,2024-09-12,Chennai,Pune,11:49,6h 37m,1 stop,No Info,14975,18:26
Air India,2025-02-20,Chennai,Pune,08:05,9h 21m,2 stops,In-flight meal not included,3950,17:26
GoAir,2024-10-20,Kolkata,Pune,00:39,5h 4m,1 stop,No Info,10542,05:43
SpiceJet,2025-04-06,Kolkata,Mumbai,19:06,4h 44m,2 stops,No check-in baggage included,6652,23:50
GoAir,2024-12-27,Bangalore,Hyderabad,10:16,3h 18m,non-stop,No Info,12020,13:34
Air India,2025-04-15,Pune,Delhi,20:40,3h 3m,3 stops,No check-in baggage included,8919,23:43
GoAir,2024-09-28,Pune,Chennai,18:53,4h 47m,2 stops,No Info,9793,23:40
AirAsia,2025-06-27,Kolkata,Mumbai,15:48,1h 28m,1 stop,No Info,3387,17:16
Air India,2025-01-13,Hyderabad,Mumbai,10:07,1h 0m,non-stop,In-flight meal not included,5809,11:07
Alliance Air,2025-01-20,Mumbai,Kolkata,21:38,8h 29m,1 stop,No check-in baggage included,4952,06:07
Air India,2025-05-18,Mumbai,Jaipur,14:38,8h 28m,3 stops,No check-in baggage included,7021,23:06
SpiceJet,2024-12-22,Jaipur,Delhi,12:25,1h 33m,3 stops,No check-in baggage included,11409,13:58
AirAsia,2025-05-10,Jaipur,Mumbai,03:49,3h 40m,non-stop,In-flight meal not included,13385,07:29
GoAir,2025-05-15,Pune,Hyderabad,20:51,3h 27m,1 stop,No check-in baggage included,5889,00:18
SpiceJet,2025-08-12,Pune,Hyderabad,08:49,6h 51m,2 stops,In-flight meal not included,10754,15:40
Vistara,2025-05-15,Bangalore,Mumbai,17:58,1h 52m,2 stops,No Info,10135,19:50
Alliance Air,2025-07-04,Mumbai,Kolkata,18:26,2h 35m,3 stops,No Info,4687,21:01
Vistara,2024-11-15,Chennai,Kolkata,02:58,5h 38m,3 stops,No check-in baggage included,6006,08:36
AirAsia,2025-03-18,Bangalore,Mumbai,00:01,4h 26m,2 stops,In-flight meal not included,8376,04:27
IndiGo,2024-09-13,Hyderabad,Kolkata,11:07,2h 3m,2 stops,No Info,12349,13:10
Air India,2025-06-16,Chennai,Pune,20:41,5h 27m,3 stops,No Info,7759,02:08
SpiceJet,2025-08-13,Bangalore,Chennai,03:35,1h 35m,3 stops,In-flight meal not included,9675,05:10
Vistara,2024-12-05,Pune,Chennai,10:11,6h 0m,non-stop,No Info,4015,16:11
Alliance Air,2024-11-08,Kolkata,Delhi,09:36,7h 34m,non-stop,No Info,8880,17:10
AirAsia,2025-02-15,Mumbai,Bangalore,18:15,5h 2m,1 stop,No check-in baggage included,8527,23:17
Vistara,2025-04-16,Pune,Delhi,08:38,3h 3m,non-stop,In-flight meal not included,3286,11:41
AirAsia,2025-07-23,Mumbai,Hyderabad,19:12,1h 6m,1 stop,No Info,6706,20:18
GoAir,2025-03-25,Bangalore,Mumbai,09:49,8h 51m,1 stop,No Info,10418,18:40
Vistara,2024-11-05,Jaipur,Bangalore,02:19,1h 57m,non-stop,No Info,7718,04:16
IndiGo,2025-01-09,Kolkata,Jaipur,02:20,2h 26m,1 stop,No check-in baggage included,5588,04:46
SpiceJet,2025-03-22,Delhi,Chennai,09:03,6h 30m,2 stops,No check-in baggage included,14877,15:33
Air India,2025-02-17,Mumbai,Pune,04:20,8h 56m,3 stops,No check-in baggage included,4311,13:16
Alliance Air,2025-08-12,Chennai,Pune,00:25,1h 55m,non-stop,No check-in baggage included,7416,02:20
SpiceJet,2024-09-08,Jaipur,Hyderabad,16:45,5h 13m,2 stops,In-flight meal not included,7936,21:58
AirAsia,2025-08-04,Delhi,Hyderabad,07:56,7h 19m,1 stop,In-flight meal not included,5515,15:15
SpiceJet,2024-12-09,Pune,Bangalore,19:07,2h 54m,2 stops,No check-in baggage included,10325,22:01
Alliance Air,2024-12-21,Delhi,Bangalore,02:47,1h 1m,1 stop,No Info,7429,03:48
GoAir,2025-02-07,Jaipur,Delhi,01:09,2h 46m,1 stop,No check-in baggage included,10542,03:55
Air India,2024-09-26,Delhi,Hyderabad,01:53,6h 35m,1 stop,In-flight meal not included,3366,08:28
Alliance Air,2025-04-07,Kolkata,Chennai,07:46,8h 5m,2 stops,In-flight meal not included,7530,15:51
IndiGo,2024-10-13,Delhi,Jaipur,16:58,6h 5m,3 stops,No Info,11425,23:03
IndiGo,2025-05-14,Bangalore,Hyderabad,17:59,9h 52m,non-stop,No check-in baggage included,2893,03:51
Alliance Air,2025-02-19,Chennai,Hyderabad,13:23,5h 46m,3 stops,In-flight meal not included,5003,19:09
Vistara,2025-03-21,Chennai,Pune,09:05,2h 38m,2 stops,No check-in baggage included,9377,11:43
SpiceJet,2024-12-18,Chennai,Delhi,13:42,7h 34m,non-stop,In-flight meal not included,13498,21:16
Alliance Air,2025-06-26,Pune,Chennai,17:52,1h 46m,3 stops,No check-in baggage included,3593,19:38
SpiceJet,2024-12-30,Mumbai,Bangalore,09:47,5h 30m,3 stops,No Info,9925,15:17
Alliance Air,2025-08-07,Chennai,Hyderabad,08:43,9h 38m,1 stop,In-flight meal not included,9086,18:21
SpiceJet,2025-06-05,Hyderabad,Jaipur,21:18,2h 25m,3 stops,No Info,12490,23:43
SpiceJet,2025-03-02,Mumbai,Jaipur,04:26,2h 52m,1 stop,In-flight meal not included,3685,07:18
Air India,2024-11-19,Kolkata,Pune,13:36,4h 21m,non-stop,In-flight meal not included,12072,17:57
Alliance Air,2025-04-05,Bangalore,Chennai,14:54,9h 42m,1 stop,No check-in baggage included,5881,00:36
Air India,2025-02-01,Kolkata,Hyderabad,17:24,3h 22m,1 stop,In-flight meal not included,6209,20:46
Vistara,2025-08-22,Pune,Kolkata,21:47,9h 19m,2 stops,No Info,8897,07:06
Vistara,2024-10-11,Chennai,Bangalore,01:20,6h 54m,1 stop,In-flight meal not included,3276,08:14
Alliance Air,2024-11-11,Bangalore,Kolkata,18:51,8h 41m,2 stops,In-flight meal not included,13176,03:32
GoAir,2025-03-10,Kolkata,Jaipur,10:17,5h 15m,2 stops,No Info,8527,15:32
Alliance Air,2024-12-09,Chennai,Delhi,16:11,5h 28m,2 stops,No check-in baggage included,5325,21:39
Vistara,2025-07-13,Jaipur,Bangalore,01:21,6h 32m,1 stop,No Info,6806,07:53
SpiceJet,2025-06-29,Hyderabad,Chennai,13:37,9h 30m,3 stops,In-flight meal not included,12900,23:07
Alliance Air,2025-07-25,Jaipur,Hyderabad,07:46,6h 14m,2 stops,No check-in baggage included,8159,14:00
Air India,2025-04-15,Pune,Kolkata,02:16,2h 40m,3 stops,In-flight meal not included,5917,04:56
Air India,2024-09-08,Chennai,Kolkata,21:22,7h 27m,2 stops,No check-in baggage included,10041,04:49
Vistara,2025-01-28,Pune,Delhi,05:16,1h 11m,2 stops,No check-in baggage included,10469,06:27
Air India,2025-05-07,Kolkata,Hyderabad,16:02,2h 32m,2 stops,In-flight meal not included,4592,18:34
GoAir,2025-07-09,Pune,Mumbai,19:23,6h 54m,3 stops,No check-in baggage included,14080,02:17
Alliance Air,2025-04-07,Hyderabad,Kolkata,02:27,7h 21m,1 stop,No check-in baggage included,2986,09:48
AirAsia,2025-03-05,Kolkata,Chennai,07:45,2h 47m,non-stop,No check-in baggage included,8437,10:32
GoAir,2025-02-27,Hyderabad,Chennai,12:09,2h 28m,2 stops,In-flight meal not included,14096,14:37
Air India,2025-05-31,Pune,Bangalore,04:40,3h 50m,1 stop,No check-in baggage included,10330,08:30
Vistara,2024-10-11,Delhi,Pune,03:03,9h 16m,1 stop,In-flight meal not included,3164,12:19
SpiceJet,2025-07-17,Jaipur,Bangalore,04:32,7h 36m,non-stop,In-flight meal not included,5789,12:08
Air India,2025-03-20,Pune,Chennai,16:51,3h 28m,1 stop,No check-in baggage included,6748,20:19
Alliance Air,2024-10-20,Kolkata,Mumbai,07:56,7h 33m,1 stop,In-flight meal not included,11521,15:29
Air India,2025-05-11,Pune,Bangalore,23:10,7h 17m,non-stop,In-flight meal not included,2098,06:27
Vistara,2025-08-26,Jaipur,Chennai,15:42,9h 30m,non-stop,No check-in baggage included,8184,01:12
Air India,2024-09-13,Pune,Jaipur,05:03,3h 35m,1 stop,In-flight meal not included,5845,08:38
SpiceJet,2025-01-14,Bangalore,Jaipur,22:24,6h 46m,2 stops,No Info,13307,05:10
Alliance Air,2024-10-27,Pune,Jaipur,19:00,3h 4m,2 stops,No Info,13216,22:04
Vistara,2024-11-21,Chennai,Hyderabad,08:51,2h 25m,1 stop,No Info,4376,11:16
Alliance Air,2025-01-03,Kolkata,Hyderabad,11:28,5h 24m,2 stops,No check-in baggage included,9338,16:52
Alliance Air,2024-10-15,Mumbai,Kolkata,13:53,8h 44m,non-stop,No Info,13210,22:37
IndiGo,2025-06-29,Delhi,Kolkata,01:36,9h 51m,3 stops,No Info,5514,11:27
Alliance Air,2025-02-21,Chennai,Kolkata,07:01,1h 55m,3 stops,No check-in baggage included,4961,08:56
Vistara,2025-01-26,Delhi,Kolkata,01:43,5h 50m,1 stop,In-flight meal not included,14048,07:33
Air India,2025-05-22,Pune,Jaipur,21:35,9h 5m,3 stops,No check-in baggage included,5044,06:40
Vistara,2024-11-29,Kolkata,Hyderabad,23:18,6h 13m,1 stop,No Info,5589,05:31
SpiceJet,2025-03-21,Hyderabad,Jaipur,15:03,5h 38m,2 stops,In-flight meal not included,13095,20:41
Vistara,2025-05-24,Kolkata,Bangalore,17:16,7h 1m,3 stops,No Info,3683,00:17
SpiceJet,2024-12-23,Delhi,Jaipur,18:54,6h 1m,1 stop,In-flight meal not included,3860,00:55
IndiGo,2025-04-24,Mumbai,Chennai,20:54,9h 29m,3 stops,No check-in baggage included,11731,06:23
IndiGo,2025-08-25,Delhi,Jaipur,14:20,6h 20m,non-stop,In-flight meal not included,11173,20:40
Vistara,2025-05-10,Mumbai,Hyderabad,04:52,9h 26m,2 stops,No Info,7502,14:18
Alliance Air,2025-05-03,Mumbai,Bangalore,11:52,8h 15m,3 stops,No check-in baggage included,3994,20:07
SpiceJet,2025-04-04,Pune,Mumbai,14:08,1h 28m,2 stops,No check-in baggage included,6642,15:36
Vistara,2025-02-18,Pune,Mumbai,11:52,1h 40m,2 stops,In-flight meal not included,3774,13:32
IndiGo,2025-03-07,Mumbai,Hyderabad,04:14,3h 35m,non-stop,No Info,5131,07:49
SpiceJet,2025-09-01,Jaipur,Bangalore,00:57,9h 30m,2 stops,In-flight meal not included,7694,10:27
Alliance Air,2025-06-07,Jaipur,Mumbai,10:56,2h 51m,2 stops,No check-in baggage included,11530,13:47
SpiceJet,2025-07-16,Jaipur,Bangalore,07:42,8h 4m,1 stop,No Info,12586,15:46
Vistara,2024-10-20,Chennai,Jaipur,19:23,4h 5m,3 stops,No Info,2936,23:28
GoAir,2024-11-14,Delhi,Chennai,18:43,6h 17m,3 stops,No check-in baggage included,5791,01:00
SpiceJet,2024-10-26,Mumbai,Hyderabad,12:39,9h 0m,1 stop,No check-in baggage included,5391,21:39
Alliance Air,2025-03-14,Delhi,Jaipur,11:56,7h 50m,non-stop,No Info,3670,19:46
Air India,2025-01-06,Jaipur,Hyderabad,10:03,3h 13m,3 stops,No check-in baggage included,11992,13:16
IndiGo,2025-01-03,Mumbai,Hyderabad,06:57,8h 25m,2 stops,In-flight meal not included,7688,15:22
Air India,2024-12-06,Hyderabad,Pune,04:22,7h 0m,2 stops,No check-in baggage included,9818,11:22
Air India,2024-11-24,Chennai,Kolkata,08:52,6h 2m,1 stop,In-flight meal not included,9208,14:54
SpiceJet,2024-09-20,Bangalore,Delhi,06:35,2h 24m,2 stops,In-flight meal not included,8043,08:59
SpiceJet,2025-05-22,Mumbai,Kolkata,02:21,8h 31m,1 stop,In-flight meal not included,12083,10:52
Vistara,2025-07-26,Kolkata,Delhi,10:02,1h 12m,non-stop,No Info,6497,11:14
IndiGo,2025-07-03,Hyderabad,Kolkata,03:15,2h 49m,3 stops,No check-in baggage included,3105,06:04
SpiceJet,2025-07-17,Jaipur,Bangalore,04:29,6h 34m,2 stops,In-flight meal not included,5272,11:03
Vistara,2024-12-17,Pune,Kolkata,01:26,9h 54m,3 stops,No Info,7072,11:20
GoAir,2025-04-26,Bangalore,Mumbai,17:53,5h 14m,1 stop,No Info,13083,23:07
Vistara,2025-07-22,Jaipur,Kolkata,03:49,6h 44m,2 stops,No Info,2441,10:33
SpiceJet,2024-11-08,Mumbai,Pune,12:55,7h 13m,non-stop,In-flight meal not included,5224,20:08
AirAsia,2025-06-07,Kolkata,Delhi,08:31,8h 0m,1 stop,No check-in baggage included,7368,16:31
IndiGo,2025-04-08,Pune,Hyderabad,06:34,9h 49m,2 stops,No Info,9697,16:23
SpiceJet,2025-08-23,Pune,Mumbai,02:58,3h 29m,3 stops,No Info,7460,06:27
SpiceJet,2025-03-08,Hyderabad,Mumbai,20:11,6h 19m,2 stops,In-flight meal not included,8062,02:30
AirAsia,2024-12-22,Kolkata,Hyderabad,23:34,2h 2m,3 stops,In-flight meal not included,11746,01:36
Vistara,2025-05-15,Pune,Bangalore,20:37,8h 38m,1 stop,In-flight meal not included,11893,05:15
Air India,2024-09-18,Bangalore,Pune,09:07,6h 21m,3 stops,No check-in baggage included,8530,15:28
GoAir,2025-02-02,Hyderabad,Jaipur,04:07,5h 1m,2 stops,In-flight meal not included,4026,09:08
IndiGo,2024-10-19,Jaipur,Chennai,00:22,1h 6m,non-stop,No Info,3965,01:28
IndiGo,2025-08-22,Bangalore,Kolkata,07:44,5h 30m,non-stop,No check-in baggage included,5815,13:14
GoAir,2025-08-26,Delhi,Chennai,15:22,6h 28m,non-stop,No Info,10803,21:50
GoAir,2025-03-30,Hyderabad,Mumbai,01:18,1h 54m,1 stop,In-flight meal not included,3257,03:12
Air India,2025-01-22,Hyderabad,Delhi,10:47,8h 5m,3 stops,No Info,6072,18:52
IndiGo,2024-12-11,Bangalore,Jaipur,00:45,5h 41m,1 stop,No check-in baggage included,13318,06:26
SpiceJet,2025-02-15,Kolkata,Delhi,16:58,9h 21m,non-stop,In-flight meal not included,7224,02:19
Vistara,2025-01-31,Chennai,Jaipur,08:09,7h 52m,non-stop,No Info,5687,16:01
IndiGo,2025-08-15,Jaipur,Hyderabad,14:43,5h 20m,3 stops,In-flight meal not included,10190,20:03
Air India,2024-12-25,Pune,Mumbai,21:43,3h 6m,2 stops,No Info,2249,00:49
AirAsia,2025-08-11,Hyderabad,Bangalore,12:41,5h 51m,1 stop,In-flight meal not included,14903,18:32
Air India,2024-09-20,Delhi,Mumbai,12:22,2h 25m,3 stops,No Info,12618,14:47
IndiGo,2025-06-12,Bangalore,Kolkata,01:04,7h 7m,non-stop,In-flight meal not included,8845,08:11
Alliance Air,2025-02-26,Delhi,Mumbai,22:55,4h 48m,1 stop,In-flight meal not included,2229,03:43
Air India,2025-06-22,Mumbai,Chennai,01:55,2h 31m,non-stop,No Info,5976,04:26
SpiceJet,2024-10-28,Kolkata,Pune,15:49,6h 10m,2 stops,No check-in baggage included,7943,21:59
SpiceJet,2024-09-08,Bangalore,Chennai,23:57,4h 38m,non-stop,In-flight meal not included,7762,04:35
AirAsia,2025-02-09,Delhi,Hyderabad,03:07,8h 54m,3 stops,In-flight meal not included,4367,12:01
IndiGo,2025-02-01,Mumbai,Bangalore,18:55,1h 48m,3 stops,No Info,10149,20:43
SpiceJet,2025-06-20,Hyderabad,Kolkata,11:11,6h 34m,1 stop,No Info,7698,17:45
Alliance Air,2024-12-26,Hyderabad,Chennai,22:20,5h 43m,non-stop,No Info,6323,04:03
GoAir,2025-03-14,Pune,Bangalore,20:52,8h 34m,2 stops,No Info,6997,05:26
Alliance Air,2024-09-30,Bangalore,Chennai,09:50,8h 2m,non-stop,In-flight meal not included,12449,17:52
