City,Advisory_Date,Advisory_Level,Reason,Affected_Routes,Additional_Info,Validity
Bangalore,2024-10-13,Severe,Political unrest,Hyderabad to Pune,Monitor local news,Indefinite
Jaipur,2025-04-29,Low,Weather,Jaipur to Chennai,No Info,1 day
Mumbai,2024-11-07,Moderate,Political unrest,Pune to Delhi,Check with airlines,1 day
Mumbai,2024-10-29,Low,Security concerns,Hyderabad to Delhi,Monitor local news,1 day
Jaipur,2024-11-04,Moderate,Security concerns,Delhi to Mumbai,Check with airlines,1 day
Mumbai,2024-11-14,Severe,Security concerns,Chennai to Mumbai,Monitor local news,1 week
Kolkata,2025-01-09,Severe,Political unrest,Delhi to Pune,Avoid non-essential travel,Indefinite
Kolkata,2025-05-03,Low,Health advisory,Kolkata to Delhi,Avoid non-essential travel,1 week
Pune,2024-09-20,High,Infrastructure issues,Hyderabad to Mumbai,Check with airlines,1 week
Delhi,2025-03-24,Moderate,Security concerns,Chennai to Jaipur,Monitor local news,1 day
Jaipur,2025-03-17,Severe,Security concerns,Hyderabad to Bangalore,No Info,Indefinite
Delhi,2024-12-20,Moderate,Political unrest,Chennai to Delhi,Check with airlines,3 days
Kolkata,2025-08-19,Low,Security concerns,Mumbai to Chennai,Check with airlines,3 days
Delhi,2024-09-23,High,Health advisory,Pune to Mumbai,Monitor local news,1 day
Jaipur,2025-03-15,Low,Weather,Bangalore to Hyderabad,Monitor local news,1 week
Kolkata,2024-09-07,High,Security concerns,Kolkata to Mumbai,Follow local guidelines,Indefinite
Hyderabad,2025-07-03,Severe,Political unrest,Pune to Jaipur,Follow local guidelines,Indefinite
Delhi,2025-04-25,Moderate,Weather,Kolkata to Chennai,No Info,Indefinite
Bangalore,2025-07-12,Low,Weather,Mumbai to Jaipur,No Info,1 day
Bangalore,2024-09-01,Low,Political unrest,Bangalore to Delhi,Monitor local news,1 day
Hyderabad,2025-06-10,Moderate,Infrastructure issues,Chennai to Mumbai,Avoid non-essential travel,1 day
Hyderabad,2025-01-30,Moderate,Political unrest,Chennai to Pune,Follow local guidelines,Indefinite
Bangalore,2025-06-28,High,Political unrest,Mumbai to Bangalore,Monitor local news,1 day
Delhi,2024-10-23,Moderate,Infrastructure issues,Delhi to Bangalore,No Info,Indefinite
Bangalore,2025-04-15,Low,Security concerns,Bangalore to Pune,Check with airlines,1 week
Hyderabad,2024-11-19,High,Weather,Delhi to Bangalore,Monitor local news,1 day
Kolkata,2024-10-24,Moderate,Security concerns,Bangalore to Jaipur,Follow local guidelines,1 week
Jaipur,2024-09-08,Moderate,Political unrest,Mumbai to Pune,Avoid non-essential travel,1 day
Hyderabad,2025-07-22,Low,Security concerns,Kolkata to Jaipur,Monitor local news,1 week
Delhi,2025-05-01,Moderate,Weather,Kolkata to Mumbai,Check with airlines,3 days
Mumbai,2025-06-25,High,Security concerns,Kolkata to Pune,Follow local guidelines,1 week
Chennai,2025-03-27,Moderate,Weather,Pune to Hyderabad,Avoid non-essential travel,Indefinite
Hyderabad,2025-06-03,Low,Health advisory,Pune to Jaipur,Monitor local news,Indefinite
Bangalore,2024-09-17,Low,Infrastructure issues,Kolkata to Bangalore,Follow local guidelines,1 week
Delhi,2024-12-22,Low,Health advisory,Kolkata to Bangalore,Monitor local news,1 week
Jaipur,2025-05-15,Low,Security concerns,Jaipur to Chennai,Check with airlines,Indefinite
Delhi,2024-12-18,Severe,Health advisory,Delhi to Jaipur,Monitor local news,1 day
Chennai,2025-01-10,Low,Health advisory,Jaipur to Mumbai,Monitor local news,1 week
Pune,2024-09-21,Severe,Security concerns,Kolkata to Bangalore,Check with airlines,3 days
Mumbai,2025-08-08,Severe,Political unrest,Jaipur to Pune,No Info,Indefinite
Mumbai,2025-03-29,Moderate,Security concerns,Hyderabad to Mumbai,Avoid non-essential travel,1 week
Jaipur,2025-07-01,Moderate,Infrastructure issues,Bangalore to Chennai,Avoid non-essential travel,3 days
Pune,2024-09-23,High,Weather,Hyderabad to Pune,Avoid non-essential travel,1 week
Chennai,2025-04-07,Moderate,Security concerns,Mumbai to Hyderabad,No Info,3 days
Jaipur,2024-09-11,Low,Weather,Kolkata to Chennai,No Info,3 days
Jaipur,2025-05-12,Moderate,Political unrest,Hyderabad to Jaipur,Avoid non-essential travel,1 day
Hyderabad,2024-11-16,High,Security concerns,Chennai to Kolkata,Follow local guidelines,3 days
Hyderabad,2025-03-01,Moderate,Infrastructure issues,Kolkata to Mumbai,Monitor local news,1 day
Bangalore,2024-12-16,Low,Security concerns,Pune to Jaipur,Check with airlines,1 day
Delhi,2025-03-24,Low,Infrastructure issues,Jaipur to Pune,No Info,Indefinite
Kolkata,2025-08-31,High,Political unrest,Bangalore to Chennai,No Info,1 day
Mumbai,2025-08-27,Moderate,Security concerns,Kolkata to Hyderabad,No Info,Indefinite
Chennai,2025-06-27,Moderate,Political unrest,Delhi to Kolkata,No Info,1 day
Hyderabad,2025-07-07,High,Security concerns,Bangalore to Mumbai,Check with airlines,1 week
Chennai,2025-01-03,Low,Infrastructure issues,Kolkata to Bangalore,Monitor local news,3 days
Bangalore,2025-03-01,Moderate,Political unrest,Hyderabad to Kolkata,Follow local guidelines,3 days
Pune,2024-12-16,Moderate,Political unrest,Mumbai to Kolkata,No Info,Indefinite
Hyderabad,2025-04-16,Moderate,Health advisory,Chennai to Mumbai,Avoid non-essential travel,1 day
Bangalore,2025-04-13,Moderate,Infrastructure issues,Hyderabad to Kolkata,Avoid non-essential travel,Indefinite
Hyderabad,2025-06-17,High,Infrastructure issues,Bangalore to Jaipur,Follow local guidelines,3 days
Jaipur,2025-08-12,High,Security concerns,Delhi to Jaipur,Avoid non-essential travel,3 days
Mumbai,2025-03-24,High,Political unrest,Pune to Jaipur,No Info,Indefinite
Delhi,2025-06-04,High,Health advisory,Bangalore to Mumbai,No Info,1 day
Hyderabad,2024-10-11,Severe,Security concerns,Jaipur to Bangalore,Check with airlines,3 days
Pune,2024-10-12,Moderate,Infrastructure issues,Hyderabad to Delhi,Follow local guidelines,Indefinite
Jaipur,2025-02-22,Severe,Weather,Hyderabad to Delhi,No Info,1 week
Chennai,2024-11-20,Severe,Political unrest,Jaipur to Mumbai,Avoid non-essential travel,Indefinite
Kolkata,2025-04-28,High,Political unrest,Pune to Hyderabad,No Info,Indefinite
Delhi,2025-04-17,Low,Political unrest,Pune to Hyderabad,Avoid non-essential travel,Indefinite
Chennai,2025-07-27,Moderate,Weather,Jaipur to Pune,Check with airlines,1 week
Kolkata,2025-06-23,Low,Infrastructure issues,Kolkata to Hyderabad,Avoid non-essential travel,Indefinite
Jaipur,2024-10-22,High,Security concerns,Bangalore to Chennai,Follow local guidelines,1 week
Mumbai,2024-12-25,Low,Political unrest,Kolkata to Jaipur,Follow local guidelines,1 day
Bangalore,2025-04-12,High,Political unrest,Pune to Kolkata,Follow local guidelines,Indefinite
Mumbai,2025-04-14,Severe,Health advisory,Bangalore to Hyderabad,Monitor local news,3 days
Hyderabad,2024-10-21,Moderate,Political unrest,Mumbai to Pune,No Info,1 day
Mumbai,2025-02-18,High,Security concerns,Pune to Kolkata,Check with airlines,1 week
Delhi,2024-12-17,Moderate,Infrastructure issues,Delhi to Hyderabad,Avoid non-essential travel,1 day
Kolkata,2024-12-15,Low,Health advisory,Delhi to Jaipur,Monitor local news,3 days
Hyderabad,2025-03-04,High,Weather,Pune to Kolkata,Check with airlines,3 days
Pune,2025-04-29,Low,Weather,Jaipur to Hyderabad,No Info,1 day
Bangalore,2025-07-24,High,Weather,Jaipur to Pune,No Info,1 week
Delhi,2025-03-26,Low,Political unrest,Kolkata to Chennai,No Info,1 week
Mumbai,2024-11-23,Moderate,Security concerns,Jaipur to Pune,Avoid non-essential travel,1 day
Pune,2025-01-23,Severe,Security concerns,Kolkata to Pune,Follow local guidelines,3 days
Chennai,2025-08-29,Severe,Weather,Chennai to Jaipur,Check with airlines,Indefinite
Mumbai,2025-04-08,Low,Health advisory,Hyderabad to Kolkata,Avoid non-essential travel,1 day
Kolkata,2024-09-27,Low,Health advisory,Mumbai to Kolkata,No Info,Indefinite
Delhi,2024-12-20,High,Health advisory,Delhi to Hyderabad,Monitor local news,1 week
Hyderabad,2025-02-21,Severe,Security concerns,Mumbai to Pune,Check with airlines,1 day
Kolkata,2025-04-06,Low,Health advisory,Bangalore to Delhi,Avoid non-essential travel,1 week
Jaipur,2024-09-18,Low,Infrastructure issues,Mumbai to Chennai,No Info,3 days
Chennai,2025-08-20,Low,Infrastructure issues,Delhi to Kolkata,Check with airlines,1 day
Pune,2025-02-07,Severe,Health advisory,Jaipur to Hyderabad,No Info,Indefinite
Bangalore,2025-07-06,Severe,Infrastructure issues,Jaipur to Delhi,Avoid non-essential travel,1 day
Kolkata,2024-09-27,Low,Weather,Bangalore to Hyderabad,Monitor local news,3 days
Mumbai,2024-10-15,Low,Security concerns,Bangalore to Hyderabad,No Info,1 week
Mumbai,2024-09-22,Moderate,Health advisory,Delhi to Chennai,Follow local guidelines,1 week
Chennai,2024-12-05,Low,Security concerns,Bangalore to Hyderabad,Avoid non-essential travel,3 days
Jaipur,2024-11-05,Low,Weather,Chennai to Mumbai,Follow local guidelines,Indefinite
Kolkata,2025-03-19,Low,Weather,Mumbai to Chennai,Avoid non-essential travel,1 week
Hyderabad,2025-08-22,Moderate,Health advisory,Bangalore to Kolkata,Monitor local news,Indefinite
Bangalore,2024-09-16,Low,Health advisory,Hyderabad to Jaipur,No Info,1 day
Jaipur,2025-01-22,Low,Health advisory,Jaipur to Pune,No Info,1 week
Hyderabad,2025-03-21,Severe,Political unrest,Pune to Bangalore,Follow local guidelines,1 week
Mumbai,2025-04-06,Low,Security concerns,Bangalore to Mumbai,Check with airlines,Indefinite
Bangalore,2024-11-23,Low,Infrastructure issues,Chennai to Kolkata,Check with airlines,Indefinite
Kolkata,2025-02-27,Severe,Health advisory,Pune to Mumbai,Follow local guidelines,1 day
Chennai,2025-08-02,Severe,Weather,Mumbai to Chennai,No Info,Indefinite
Kolkata,2025-08-09,Low,Health advisory,Chennai to Delhi,Monitor local news,Indefinite
Bangalore,2024-09-11,Moderate,Political unrest,Kolkata to Hyderabad,Check with airlines,Indefinite
Chennai,2024-09-27,Moderate,Weather,Pune to Jaipur,Avoid non-essential travel,1 week
Delhi,2025-01-23,Moderate,Infrastructure issues,Jaipur to Delhi,Follow local guidelines,3 days
Kolkata,2024-10-30,Moderate,Health advisory,Jaipur to Mumbai,Check with airlines,Indefinite
Hyderabad,2025-01-29,High,Infrastructure issues,Pune to Kolkata,Avoid non-essential travel,1 week
Kolkata,2024-10-02,High,Health advisory,Pune to Delhi,Follow local guidelines,Indefinite
Bangalore,2025-02-28,Severe,Political unrest,Delhi to Kolkata,No Info,1 week
Jaipur,2025-01-14,High,Political unrest,Hyderabad to Pune,No Info,1 week
Hyderabad,2025-02-03,High,Infrastructure issues,Jaipur to Kolkata,Follow local guidelines,1 week
Delhi,2025-05-25,High,Weather,Delhi to Hyderabad,No Info,Indefinite
Mumbai,2024-12-23,Severe,Political unrest,Jaipur to Kolkata,Check with airlines,Indefinite
Pune,2024-12-15,Moderate,Security concerns,Chennai to Mumbai,Check with airlines,3 days
Kolkata,2025-05-26,High,Health advisory,Pune to Chennai,Follow local guidelines,1 day
Delhi,2024-12-12,Severe,Weather,Pune to Mumbai,Avoid non-essential travel,1 week
Bangalore,2025-02-01,Moderate,Health advisory,Kolkata to Jaipur,Monitor local news,3 days
Pune,2024-10-02,Moderate,Weather,Hyderabad to Delhi,Follow local guidelines,1 day
Bangalore,2024-11-20,High,Security concerns,Bangalore to Chennai,Avoid non-essential travel,3 days
Delhi,2025-07-17,Low,Weather,Bangalore to Hyderabad,Follow local guidelines,Indefinite
Mumbai,2024-09-12,Low,Political unrest,Pune to Bangalore,Monitor local news,1 week
Chennai,2024-12-25,Moderate,Health advisory,Bangalore to Kolkata,Check with airlines,Indefinite
Bangalore,2025-07-31,Low,Infrastructure issues,Kolkata to Pune,No Info,1 week
Mumbai,2025-07-03,Severe,Infrastructure issues,Jaipur to Pune,Monitor local news,Indefinite
Hyderabad,2025-01-26,Moderate,Health advisory,Jaipur to Hyderabad,No Info,1 week
Kolkata,2025-03-02,High,Political unrest,Kolkata to Pune,Avoid non-essential travel,1 day
Chennai,2024-11-28,Low,Weather,Kolkata to Jaipur,Follow local guidelines,3 days
Delhi,2025-02-18,Low,Security concerns,Kolkata to Delhi,Check with airlines,1 week
Bangalore,2025-02-26,Low,Weather,Chennai to Delhi,Monitor local news,Indefinite
Mumbai,2024-09-03,Severe,Security concerns,Chennai to Bangalore,Avoid non-essential travel,1 day
Delhi,2025-07-04,Moderate,Weather,Chennai to Delhi,Avoid non-essential travel,1 week
Mumbai,2024-12-04,High,Health advisory,Bangalore to Chennai,Avoid non-essential travel,3 days
Delhi,2025-04-04,Severe,Infrastructure issues,Pune to Delhi,No Info,1 day
Kolkata,2025-03-11,High,Political unrest,Bangalore to Mumbai,No Info,1 week
Hyderabad,2025-03-11,Severe,Political unrest,Chennai to Delhi,Monitor local news,1 week
Delhi,2025-04-01,Low,Infrastructure issues,Kolkata to Pune,Check with airlines,3 days
Delhi,2025-07-29,Low,Health advisory,Jaipur to Mumbai,Check with airlines,1 day
Delhi,2024-09-01,High,Security concerns,Hyderabad to Chennai,Avoid non-essential travel,1 day
Chennai,2025-02-16,Severe,Weather,Chennai to Hyderabad,No Info,1 day
Bangalore,2025-08-24,High,Security concerns,Mumbai to Kolkata,Check with airlines,1 day
Bangalore,2025-06-13,High,Security concerns,Bangalore to Kolkata,Check with airlines,1 week
Kolkata,2025-05-29,Low,Health advisory,Chennai to Kolkata,Avoid non-essential travel,3 days
Delhi,2025-03-25,Moderate,Security concerns,Bangalore to Delhi,Check with airlines,1 day
Bangalore,2025-04-15,Severe,Health advisory,Pune to Mumbai,No Info,1 week
Jaipur,2025-06-16,Moderate,Security concerns,Delhi to Jaipur,Follow local guidelines,1 day
Delhi,2025-03-09,Severe,Political unrest,Chennai to Delhi,Check with airlines,1 day
Delhi,2025-08-06,Moderate,Security concerns,Kolkata to Hyderabad,Check with airlines,1 week
Chennai,2025-08-20,Low,Weather,Chennai to Mumbai,Check with airlines,3 days
Hyderabad,2024-10-09,Severe,Weather,Chennai to Mumbai,Follow local guidelines,Indefinite
Hyderabad,2025-06-12,Low,Security concerns,Mumbai to Jaipur,Monitor local news,3 days
Bangalore,2025-06-28,High,Security concerns,Chennai to Mumbai,Follow local guidelines,Indefinite
Chennai,2025-06-10,High,Security concerns,Hyderabad to Kolkata,Follow local guidelines,1 day
Bangalore,2024-11-20,Moderate,Political unrest,Pune to Bangalore,No Info,1 week
Pune,2024-10-22,Low,Health advisory,Chennai to Delhi,Check with airlines,Indefinite
Mumbai,2025-06-04,Low,Security concerns,Jaipur to Pune,Avoid non-essential travel,3 days
Hyderabad,2024-09-29,High,Health advisory,Kolkata to Jaipur,Check with airlines,3 days
Chennai,2025-04-23,Moderate,Political unrest,Chennai to Mumbai,Monitor local news,1 day
Chennai,2025-08-02,Moderate,Weather,Delhi to Kolkata,Check with airlines,1 day
Jaipur,2025-07-11,Low,Infrastructure issues,Delhi to Kolkata,Check with airlines,Indefinite
Mumbai,2025-04-07,High,Political unrest,Mumbai to Pune,Follow local guidelines,3 days
Jaipur,2024-12-10,Moderate,Security concerns,Kolkata to Pune,Check with airlines,3 days
Jaipur,2025-03-25,Severe,Weather,Kolkata to Pune,Follow local guidelines,Indefinite
Jaipur,2024-11-30,Severe,Political unrest,Kolkata to Delhi,Avoid non-essential travel,3 days
Jaipur,2025-04-29,Moderate,Health advisory,Kolkata to Bangalore,Check with airlines,Indefinite
Kolkata,2025-03-07,Moderate,Weather,Mumbai to Jaipur,Check with airlines,1 week
Pune,2025-05-30,Low,Political unrest,Bangalore to Jaipur,Follow local guidelines,1 week
Mumbai,2025-02-28,Severe,Weather,Delhi to Hyderabad,No Info,1 week
Jaipur,2024-09-15,Moderate,Security concerns,Mumbai to Hyderabad,Follow local guidelines,Indefinite
Delhi,2025-08-22,Moderate,Political unrest,Hyderabad to Pune,Check with airlines,Indefinite
Chennai,2024-10-08,Severe,Weather,Mumbai to Hyderabad,Monitor local news,1 day
Delhi,2025-04-22,High,Security concerns,Hyderabad to Jaipur,Check with airlines,1 week
Pune,2025-01-21,Moderate,Weather,Kolkata to Mumbai,Avoid non-essential travel,1 week
Jaipur,2025-04-25,Low,Infrastructure issues,Chennai to Jaipur,Check with airlines,1 day
Kolkata,2025-05-26,Low,Weather,Hyderabad to Delhi,Follow local guidelines,1 day
Pune,2024-12-25,Moderate,Weather,Bangalore to Chennai,No Info,1 week
Jaipur,2025-01-16,High,Weather,Bangalore to Delhi,Check with airlines,1 day
Bangalore,2025-08-26,High,Infrastructure issues,Mumbai to Kolkata,Monitor local news,3 days
Hyderabad,2024-12-03,High,Weather,Mumbai to Hyderabad,No Info,3 days
Mumbai,2025-08-12,Low,Weather,Chennai to Hyderabad,Check with airlines,Indefinite
Bangalore,2025-02-24,Moderate,Political unrest,Pune to Chennai,Follow local guidelines,Indefinite
Kolkata,2024-12-24,Low,Health advisory,Delhi to Mumbai,Avoid non-essential travel,Indefinite
Delhi,2025-07-31,Moderate,Security concerns,Mumbai to Kolkata,Monitor local news,Indefinite
Pune,2024-11-03,High,Political unrest,Mumbai to Kolkata,No Info,Indefinite
Jaipur,2025-05-29,Moderate,Political unrest,Pune to Mumbai,No Info,Indefinite
Delhi,2025-04-14,Severe,Weather,Pune to Mumbai,No Info,1 day
Delhi,2025-02-19,High,Health advisory,Hyderabad to Pune,Follow local guidelines,3 days
Bangalore,2024-09-14,Low,Security concerns,Hyderabad to Delhi,Monitor local news,1 day
Jaipur,2025-02-19,Severe,Security concerns,Hyderabad to Delhi,Avoid non-essential travel,Indefinite
Pune,2024-12-10,Moderate,Security concerns,Delhi to Pune,Avoid non-essential travel,1 week
Pune,2025-06-18,Low,Weather,Pune to Bangalore,Check with airlines,1 week
Kolkata,2024-12-10,Low,Weather,Pune to Delhi,Avoid non-essential travel,3 days
Pune,2025-07-22,Low,Health advisory,Hyderabad to Delhi,Check with airlines,3 days
Bangalore,2024-11-04,Moderate,Security concerns,Delhi to Jaipur,Check with airlines,3 days
Bangalore,2025-02-22,Low,Weather,Chennai to Bangalore,Avoid non-essential travel,Indefinite
Bangalore,2025-06-19,Severe,Weather,Delhi to Hyderabad,Avoid non-essential travel,Indefinite
Kolkata,2025-08-12,High,Health advisory,Delhi to Pune,Follow local guidelines,Indefinite
Chennai,2025-02-07,Moderate,Infrastructure issues,Bangalore to Chennai,Avoid non-essential travel,1 day
Delhi,2025-08-18,Moderate,Security concerns,Delhi to Jaipur,No Info,Indefinite
Kolkata,2024-12-28,Severe,Health advisory,Pune to Jaipur,Follow local guidelines,3 days
Chennai,2025-09-01,Moderate,Health advisory,Chennai to Bangalore,No Info,Indefinite
Kolkata,2025-08-30,Severe,Security concerns,Chennai to Hyderabad,Monitor local news,1 week
Pune,2025-08-17,Severe,Infrastructure issues,Jaipur to Mumbai,Monitor local news,3 days
Hyderabad,2025-02-12,Severe,Security concerns,Mumbai to Kolkata,Avoid non-essential travel,3 days
Hyderabad,2025-02-15,High,Health advisory,Mumbai to Delhi,Check with airlines,Indefinite
Chennai,2024-11-11,Low,Infrastructure issues,Hyderabad to Jaipur,Monitor local news,1 week
Kolkata,2025-04-17,Severe,Weather,Chennai to Kolkata,Check with airlines,1 day
Chennai,2025-06-20,High,Security concerns,Hyderabad to Jaipur,Avoid non-essential travel,Indefinite
Bangalore,2025-03-21,Low,Security concerns,Mumbai to Delhi,Follow local guidelines,3 days
Hyderabad,2024-11-28,High,Political unrest,Kolkata to Jaipur,Monitor local news,1 day
Kolkata,2025-05-31,Severe,Weather,Pune to Delhi,No Info,3 days
Kolkata,2025-09-01,Moderate,Weather,Jaipur to Kolkata,Avoid non-essential travel,Indefinite
Mumbai,2025-04-10,Severe,Infrastructure issues,Hyderabad to Kolkata,Monitor local news,Indefinite
Mumbai,2025-01-06,High,Health advisory,Pune to Delhi,No Info,1 week
Kolkata,2024-09-11,High,Infrastructure issues,Mumbai to Delhi,Check with airlines,Indefinite
Bangalore,2025-08-13,Moderate,Political unrest,Chennai to Jaipur,Monitor local news,1 day
Delhi,2025-07-08,Severe,Infrastructure issues,Kolkata to Chennai,Check with airlines,3 days
Chennai,2025-02-20,Moderate,Infrastructure issues,Delhi to Hyderabad,No Info,1 week
Kolkata,2024-10-15,Low,Weather,Kolkata to Chennai,No Info,1 week
Hyderabad,2025-05-25,Low,Security concerns,Kolkata to Pune,Follow local guidelines,Indefinite
Delhi,2025-07-18,Low,Political unrest,Bangalore to Chennai,Monitor local news,Indefinite
Pune,2025-08-27,Severe,Security concerns,Jaipur to Mumbai,Avoid non-essential travel,Indefinite
Jaipur,2025-03-12,Severe,Weather,Delhi to Bangalore,Follow local guidelines,Indefinite
Delhi,2024-11-07,Low,Health advisory,Kolkata to Hyderabad,Avoid non-essential travel,3 days
Hyderabad,2025-07-21,Low,Weather,Jaipur to Bangalore,Monitor local news,Indefinite
Jaipur,2024-09-22,Severe,Security concerns,Pune to Kolkata,Check with airlines,3 days
Bangalore,2024-12-13,Low,Weather,Delhi to Pune,Avoid non-essential travel,Indefinite
Bangalore,2024-09-18,Severe,Weather,Delhi to Jaipur,Avoid non-essential travel,Indefinite
Hyderabad,2024-12-28,Moderate,Infrastructure issues,Bangalore to Kolkata,Follow local guidelines,1 day
Kolkata,2024-09-30,Severe,Infrastructure issues,Jaipur to Kolkata,No Info,1 day
Hyderabad,2025-07-01,Low,Health advisory,Kolkata to Bangalore,Monitor local news,1 week
Delhi,2025-08-11,Severe,Weather,Mumbai to Kolkata,Check with airlines,Indefinite
Chennai,2024-12-10,Low,Weather,Chennai to Mumbai,Monitor local news,Indefinite
Jaipur,2025-08-15,Low,Infrastructure issues,Chennai to Mumbai,Check with airlines,1 week
Jaipur,2025-02-07,Moderate,Security concerns,Mumbai to Kolkata,Follow local guidelines,1 week
Bangalore,2024-10-27,High,Health advisory,Chennai to Mumbai,Monitor local news,1 week
Delhi,2025-02-28,High,Political unrest,Mumbai to Bangalore,Check with airlines,1 day
Mumbai,2025-05-17,High,Weather,Hyderabad to Bangalore,Monitor local news,Indefinite
Mumbai,2025-07-19,Low,Weather,Chennai to Hyderabad,Check with airlines,1 day
Jaipur,2024-09-03,Low,Weather,Hyderabad to Pune,Monitor local news,3 days
Hyderabad,2025-08-25,Low,Political unrest,Delhi to Kolkata,Avoid non-essential travel,1 day
Delhi,2025-07-10,High,Weather,Jaipur to Hyderabad,No Info,3 days
Delhi,2025-08-20,Severe,Health advisory,Jaipur to Delhi,Monitor local news,3 days
Mumbai,2024-10-31,Moderate,Health advisory,Bangalore to Jaipur,Monitor local news,1 week
Chennai,2025-08-26,Moderate,Infrastructure issues,Pune to Hyderabad,Follow local guidelines,1 week
Kolkata,2024-12-05,Moderate,Health advisory,Delhi to Hyderabad,Follow local guidelines,1 day
Chennai,2025-07-05,Moderate,Weather,Jaipur to Chennai,Follow local guidelines,Indefinite
Jaipur,2024-12-06,High,Political unrest,Hyderabad to Kolkata,Follow local guidelines,1 week
Delhi,2025-05-10,Severe,Health advisory,Chennai to Bangalore,Avoid non-essential travel,Indefinite
Kolkata,2025-05-19,Severe,Health advisory,Jaipur to Delhi,No Info,1 week
Bangalore,2025-08-20,High,Political unrest,Jaipur to Pune,Monitor local news,1 week
Chennai,2024-11-06,Moderate,Health advisory,Pune to Jaipur,Monitor local news,1 day
Pune,2024-09-15,High,Political unrest,Chennai to Delhi,Monitor local news,1 week
Jaipur,2024-11-30,Moderate,Security concerns,Kolkata to Chennai,No Info,Indefinite
Mumbai,2025-08-04,High,Security concerns,Kolkata to Hyderabad,No Info,3 days
Jaipur,2024-11-21,Severe,Health advisory,Mumbai to Kolkata,Follow local guidelines,Indefinite
Pune,2025-03-09,Moderate,Health advisory,Hyderabad to Mumbai,No Info,1 day
Pune,2025-08-24,High,Infrastructure issues,Mumbai to Jaipur,Follow local guidelines,3 days
Kolkata,2024-10-01,Low,Security concerns,Jaipur to Chennai,Follow local guidelines,Indefinite
Delhi,2025-05-23,Moderate,Security concerns,Hyderabad to Pune,Avoid non-essential travel,3 days
Pune,2025-05-30,Moderate,Political unrest,Kolkata to Bangalore,Avoid non-essential travel,3 days
Bangalore,2024-09-13,Low,Security concerns,Pune to Kolkata,Avoid non-essential travel,1 day
Pune,2024-11-19,Moderate,Infrastructure issues,Delhi to Jaipur,Follow local guidelines,3 days
Delhi,2024-10-21,Severe,Health advisory,Hyderabad to Mumbai,Avoid non-essential travel,3 days
Pune,2025-01-26,High,Weather,Kolkata to Bangalore,Follow local guidelines,Indefinite
Bangalore,2025-07-12,Moderate,Political unrest,Jaipur to Pune,No Info,Indefinite
Delhi,2024-10-03,Moderate,Political unrest,Delhi to Kolkata,Monitor local news,1 week
Kolkata,2025-08-28,Low,Political unrest,Chennai to Jaipur,Avoid non-essential travel,1 week
Kolkata,2025-07-24,High,Security concerns,Delhi to Hyderabad,Monitor local news,1 day
Jaipur,2024-09-24,Low,Weather,Bangalore to Hyderabad,Monitor local news,3 days
Chennai,2025-08-16,Low,Infrastructure issues,Chennai to Mumbai,Check with airlines,Indefinite
Kolkata,2025-07-07,Severe,Infrastructure issues,Hyderabad to Kolkata,Check with airlines,3 days
Kolkata,2025-03-11,Low,Political unrest,Chennai to Mumbai,No Info,1 week
Kolkata,2024-10-18,High,Infrastructure issues,Chennai to Hyderabad,Monitor local news,1 day
Delhi,2025-06-17,High,Political unrest,Pune to Chennai,Check with airlines,Indefinite
Kolkata,2024-10-14,High,Weather,Chennai to Bangalore,Avoid non-essential travel,3 days
Mumbai,2025-02-28,High,Political unrest,Bangalore to Chennai,Monitor local news,3 days
Kolkata,2024-10-06,Moderate,Security concerns,Kolkata to Hyderabad,Follow local guidelines,Indefinite
Kolkata,2025-02-26,Low,Weather,Hyderabad to Kolkata,Follow local guidelines,Indefinite
Chennai,2024-11-11,Moderate,Security concerns,Chennai to Pune,Monitor local news,1 week
Pune,2025-05-14,High,Infrastructure issues,Hyderabad to Delhi,No Info,1 week
Mumbai,2025-04-06,Moderate,Weather,Pune to Kolkata,Check with airlines,3 days
Hyderabad,2025-01-05,Low,Infrastructure issues,Delhi to Jaipur,Avoid non-essential travel,Indefinite
Chennai,2025-06-10,Severe,Infrastructure issues,Pune to Mumbai,Avoid non-essential travel,3 days
Pune,2025-04-22,Moderate,Health advisory,Pune to Mumbai,Avoid non-essential travel,1 week
Jaipur,2025-08-03,Severe,Infrastructure issues,Kolkata to Hyderabad,No Info,3 days
Hyderabad,2025-06-23,Severe,Security concerns,Pune to Chennai,No Info,Indefinite
Hyderabad,2024-11-03,Moderate,Infrastructure issues,Delhi to Kolkata,Follow local guidelines,3 days
Chennai,2025-08-28,Severe,Weather,Bangalore to Chennai,Follow local guidelines,1 week
Kolkata,2025-07-15,Severe,Security concerns,Chennai to Delhi,Follow local guidelines,3 days
Jaipur,2025-03-31,Moderate,Security concerns,Hyderabad to Mumbai,No Info,1 week
Chennai,2025-05-09,High,Political unrest,Pune to Hyderabad,Follow local guidelines,3 days
Kolkata,2024-12-03,Low,Infrastructure issues,Mumbai to Delhi,Avoid non-essential travel,1 day
Jaipur,2024-12-14,Low,Security concerns,Bangalore to Mumbai,Check with airlines,Indefinite
Mumbai,2025-06-05,Severe,Weather,Mumbai to Hyderabad,No Info,1 week
Delhi,2025-07-29,High,Health advisory,Chennai to Jaipur,Check with airlines,Indefinite
Pune,2025-06-06,Severe,Political unrest,Bangalore to Kolkata,Avoid non-essential travel,1 week
Mumbai,2025-04-27,Low,Political unrest,Kolkata to Pune,Follow local guidelines,1 week
