Hotel_Name,City,Check_In_Date,Room_Type,Price_Per_Night,Availability_Status,Additional_Info,Check_Out_Date,Total_Nights
Mountain Lodge,Chennai,2024-11-13,Deluxe,11860,Fully Booked,Free Wi-Fi,2024-11-21,8
Hotel Grand,Mumbai,2024-11-14,Single,3506,Fully Booked,Breakfast Included,2024-11-19,5
The Luxe,Jaipur,2024-10-31,Deluxe,13495,Available,Pool Access Included,2024-11-08,8
Mountain Lodge,Pune,2025-05-03,Suite,3961,Available,Airport Shuttle,2025-05-08,5
Mountain Lodge,Bangalore,2025-03-07,Suite,2747,Fully Booked,Airport Shuttle,2025-03-14,7
Hotel Grand,Pune,2024-12-07,Deluxe,5548,Fully Booked,No Info,2024-12-16,9
Hotel Grand,Mumbai,2024-11-21,Suite,13770,Fully Booked,Breakfast Included,2024-11-22,1
Hotel Grand,Mumbai,2024-12-08,Double,4950,Fully Booked,Airport Shuttle,2024-12-09,1
Comfort Stay,Delhi,2025-07-28,Double,9726,Available,Airport Shuttle,2025-07-29,1
City Inn,Chennai,2025-01-18,Double,2358,Fully Booked,Breakfast Included,2025-01-28,10
Mountain Lodge,Delhi,2025-01-02,Single,4608,Fully Booked,Free Wi-Fi,2025-01-11,9
The Luxe,Jaipur,2025-01-29,Single,3317,Available,Breakfast Included,2025-02-06,8
Royal Palace,Mumbai,2025-04-18,Single,8045,Available,Airport Shuttle,2025-04-27,9
City Inn,Jaipur,2025-02-20,Deluxe,14215,Fully Booked,Pool Access Included,2025-02-26,6
City Inn,Pune,2025-06-28,Double,12855,Fully Booked,Airport Shuttle,2025-07-05,7
Ocean View,Hyderabad,2024-12-07,Single,2077,Fully Booked,Free Wi-Fi,2024-12-08,1
Royal Palace,Hyderabad,2024-09-16,Suite,10333,Available,Airport Shuttle,2024-09-18,2
Mountain Lodge,Pune,2024-10-20,Double,13977,Fully Booked,Breakfast Included,2024-10-24,4
The Luxe,Chennai,2024-11-05,Single,12395,Fully Booked,Free Wi-Fi,2024-11-08,3
Hotel Grand,Pune,2025-05-08,Single,9073,Available,Free Wi-Fi,2025-05-16,8
The Luxe,Pune,2025-08-20,Single,7447,Available,Breakfast Included,2025-08-23,3
Mountain Lodge,Jaipur,2025-02-24,Suite,8859,Available,Free Wi-Fi,2025-03-01,5
The Luxe,Kolkata,2025-01-26,Double,10879,Available,Airport Shuttle,2025-01-30,4
Ocean View,Chennai,2025-04-11,Double,13522,Fully Booked,Free Wi-Fi,2025-04-16,5
The Luxe,Hyderabad,2025-03-19,Suite,3341,Fully Booked,Free Wi-Fi,2025-03-27,8
Hotel Grand,Mumbai,2025-04-24,Double,6027,Fully Booked,Airport Shuttle,2025-04-26,2
Comfort Stay,Hyderabad,2025-02-02,Suite,14602,Available,Pool Access Included,2025-02-05,3
Royal Palace,Bangalore,2025-06-13,Double,14761,Available,Pool Access Included,2025-06-19,6
Ocean View,Jaipur,2024-12-05,Single,14698,Fully Booked,Breakfast Included,2024-12-12,7
Mountain Lodge,Bangalore,2025-01-22,Deluxe,11562,Fully Booked,Breakfast Included,2025-01-28,6
Royal Palace,Delhi,2025-05-05,Suite,3247,Fully Booked,Breakfast Included,2025-05-15,10
Hotel Grand,Mumbai,2025-08-22,Deluxe,8545,Fully Booked,Pool Access Included,2025-08-25,3
Mountain Lodge,Bangalore,2024-09-02,Suite,9027,Available,Free Wi-Fi,2024-09-04,2
The Luxe,Kolkata,2024-10-01,Deluxe,13644,Available,Pool Access Included,2024-10-06,5
Royal Palace,Jaipur,2025-03-09,Suite,8750,Available,Airport Shuttle,2025-03-18,9
Ocean View,Pune,2024-11-13,Suite,13287,Fully Booked,Free Wi-Fi,2024-11-16,3
The Luxe,Jaipur,2024-11-16,Deluxe,10724,Available,Airport Shuttle,2024-11-21,5
Mountain Lodge,Chennai,2025-06-18,Single,14280,Fully Booked,Breakfast Included,2025-06-27,9
Ocean View,Kolkata,2025-01-25,Deluxe,9227,Fully Booked,Airport Shuttle,2025-01-29,4
Royal Palace,Mumbai,2025-07-25,Deluxe,5735,Fully Booked,Pool Access Included,2025-07-29,4
The Luxe,Jaipur,2024-10-24,Single,2346,Available,Breakfast Included,2024-10-29,5
City Inn,Delhi,2025-03-10,Suite,6660,Available,Breakfast Included,2025-03-19,9
Hotel Grand,Chennai,2025-06-17,Single,9667,Fully Booked,Pool Access Included,2025-06-21,4
Hotel Grand,Hyderabad,2025-08-10,Suite,12558,Available,Breakfast Included,2025-08-13,3
Ocean View,Chennai,2024-09-29,Single,12101,Fully Booked,Airport Shuttle,2024-09-30,1
City Inn,Kolkata,2024-12-14,Double,11488,Available,No Info,2024-12-16,2
Ocean View,Chennai,2024-11-23,Suite,12658,Fully Booked,No Info,2024-11-28,5
Comfort Stay,Mumbai,2025-03-08,Deluxe,3502,Available,Pool Access Included,2025-03-15,7
Comfort Stay,Pune,2025-05-16,Suite,4889,Fully Booked,Airport Shuttle,2025-05-19,3
Ocean View,Kolkata,2024-12-13,Double,6036,Available,Airport Shuttle,2024-12-20,7
The Luxe,Bangalore,2025-03-30,Single,9259,Fully Booked,Free Wi-Fi,2025-04-08,9
Hotel Grand,Mumbai,2025-06-11,Deluxe,11259,Fully Booked,Airport Shuttle,2025-06-19,8
Ocean View,Kolkata,2024-09-14,Single,11907,Fully Booked,Free Wi-Fi,2024-09-15,1
Mountain Lodge,Chennai,2025-04-30,Single,3055,Fully Booked,Free Wi-Fi,2025-05-06,6
Comfort Stay,Mumbai,2025-05-21,Suite,10667,Fully Booked,Breakfast Included,2025-05-28,7
The Luxe,Jaipur,2025-06-12,Single,13446,Available,Airport Shuttle,2025-06-21,9
The Luxe,Pune,2024-12-07,Double,9863,Available,Airport Shuttle,2024-12-11,4
Mountain Lodge,Pune,2025-03-09,Deluxe,7652,Available,No Info,2025-03-13,4
The Luxe,Mumbai,2025-07-09,Double,9919,Available,Free Wi-Fi,2025-07-19,10
Mountain Lodge,Kolkata,2025-03-11,Double,12438,Available,Pool Access Included,2025-03-17,6
The Luxe,Jaipur,2025-04-21,Double,6976,Fully Booked,No Info,2025-05-01,10
Ocean View,Jaipur,2025-01-30,Single,10705,Fully Booked,Pool Access Included,2025-02-03,4
Mountain Lodge,Bangalore,2025-03-20,Deluxe,12589,Available,No Info,2025-03-26,6
City Inn,Kolkata,2024-10-27,Deluxe,6554,Fully Booked,Pool Access Included,2024-10-28,1
Mountain Lodge,Bangalore,2025-06-27,Deluxe,14554,Available,Pool Access Included,2025-06-28,1
Hotel Grand,Bangalore,2024-11-18,Deluxe,4907,Available,Breakfast Included,2024-11-26,8
Mountain Lodge,Chennai,2025-01-11,Deluxe,11662,Fully Booked,Free Wi-Fi,2025-01-16,5
Comfort Stay,Jaipur,2025-08-24,Double,6914,Available,Free Wi-Fi,2025-08-27,3
Ocean View,Kolkata,2025-02-09,Suite,10359,Available,Free Wi-Fi,2025-02-11,2
Ocean View,Kolkata,2025-05-01,Double,9628,Fully Booked,No Info,2025-05-07,6
The Luxe,Delhi,2025-01-25,Double,13489,Fully Booked,Free Wi-Fi,2025-01-26,1
Royal Palace,Bangalore,2024-10-10,Single,2938,Available,No Info,2024-10-13,3
The Luxe,Hyderabad,2024-12-24,Deluxe,14936,Available,Breakfast Included,2025-01-03,10
Mountain Lodge,Pune,2024-10-28,Double,6359,Available,Airport Shuttle,2024-11-06,9
Hotel Grand,Kolkata,2025-04-18,Suite,3395,Fully Booked,Pool Access Included,2025-04-20,2
Hotel Grand,Mumbai,2024-10-13,Suite,3565,Available,Breakfast Included,2024-10-16,3
Hotel Grand,Kolkata,2024-11-15,Single,13990,Available,Breakfast Included,2024-11-18,3
Royal Palace,Bangalore,2025-06-22,Double,3021,Available,No Info,2025-06-25,3
Ocean View,Delhi,2025-03-02,Double,3158,Fully Booked,Breakfast Included,2025-03-06,4
Royal Palace,Delhi,2025-03-28,Double,4532,Available,Airport Shuttle,2025-04-05,8
Hotel Grand,Kolkata,2025-06-22,Double,14611,Fully Booked,Breakfast Included,2025-06-27,5
Mountain Lodge,Chennai,2024-12-23,Single,7274,Available,Pool Access Included,2024-12-27,4
Hotel Grand,Bangalore,2025-03-01,Deluxe,11184,Fully Booked,No Info,2025-03-03,2
The Luxe,Bangalore,2024-12-19,Suite,9847,Available,Airport Shuttle,2024-12-29,10
City Inn,Bangalore,2024-10-06,Suite,8080,Fully Booked,Free Wi-Fi,2024-10-15,9
Hotel Grand,Jaipur,2025-07-31,Suite,9277,Fully Booked,No Info,2025-08-09,9
The Luxe,Mumbai,2024-09-05,Suite,9344,Fully Booked,Breakfast Included,2024-09-10,5
City Inn,Hyderabad,2025-04-30,Deluxe,10308,Available,Pool Access Included,2025-05-10,10
Mountain Lodge,Chennai,2025-04-05,Deluxe,14003,Fully Booked,Breakfast Included,2025-04-10,5
Comfort Stay,Bangalore,2025-07-10,Deluxe,8986,Available,Breakfast Included,2025-07-15,5
Royal Palace,Hyderabad,2025-05-16,Deluxe,5484,Available,No Info,2025-05-17,1
Royal Palace,Hyderabad,2025-03-20,Double,11147,Fully Booked,Airport Shuttle,2025-03-30,10
Royal Palace,Jaipur,2025-01-28,Double,6557,Available,Free Wi-Fi,2025-02-06,9
The Luxe,Hyderabad,2025-08-08,Deluxe,2176,Available,Breakfast Included,2025-08-09,1
Royal Palace,Mumbai,2025-02-05,Deluxe,11211,Fully Booked,Breakfast Included,2025-02-12,7
The Luxe,Kolkata,2025-04-21,Double,2497,Available,No Info,2025-04-26,5
The Luxe,Bangalore,2024-09-12,Single,9039,Available,Breakfast Included,2024-09-13,1
Hotel Grand,Mumbai,2024-09-08,Deluxe,12536,Fully Booked,Pool Access Included,2024-09-14,6
Hotel Grand,Delhi,2025-03-31,Suite,9925,Fully Booked,Pool Access Included,2025-04-09,9
Hotel Grand,Bangalore,2025-01-02,Suite,9435,Available,Pool Access Included,2025-01-06,4
Royal Palace,Delhi,2025-02-15,Suite,8929,Available,No Info,2025-02-20,5
Royal Palace,Chennai,2025-06-15,Single,11806,Available,Free Wi-Fi,2025-06-21,6
Mountain Lodge,Hyderabad,2024-11-17,Single,10384,Available,Breakfast Included,2024-11-27,10
The Luxe,Bangalore,2025-04-09,Double,8338,Available,Free Wi-Fi,2025-04-12,3
Ocean View,Jaipur,2025-08-08,Single,3333,Available,Breakfast Included,2025-08-11,3
City Inn,Pune,2025-01-29,Deluxe,4554,Available,Pool Access Included,2025-02-02,4
City Inn,Kolkata,2025-07-17,Deluxe,3716,Fully Booked,Pool Access Included,2025-07-22,5
Ocean View,Mumbai,2025-04-09,Double,11199,Available,Pool Access Included,2025-04-11,2
Royal Palace,Chennai,2024-10-11,Double,3920,Fully Booked,No Info,2024-10-17,6
Hotel Grand,Kolkata,2025-06-24,Single,11249,Available,Free Wi-Fi,2025-06-25,1
Royal Palace,Kolkata,2025-08-12,Single,9393,Available,Breakfast Included,2025-08-17,5
Mountain Lodge,Bangalore,2024-12-15,Suite,9149,Fully Booked,Free Wi-Fi,2024-12-16,1
City Inn,Kolkata,2024-12-22,Suite,12503,Available,Pool Access Included,2025-01-01,10
The Luxe,Jaipur,2025-01-03,Suite,11180,Fully Booked,Airport Shuttle,2025-01-09,6
The Luxe,Hyderabad,2025-02-23,Single,6796,Fully Booked,No Info,2025-03-01,6
Royal Palace,Kolkata,2025-03-09,Single,8589,Available,Airport Shuttle,2025-03-19,10
Mountain Lodge,Chennai,2025-05-06,Double,13175,Fully Booked,Free Wi-Fi,2025-05-07,1
Hotel Grand,Kolkata,2025-03-29,Suite,6768,Available,Breakfast Included,2025-04-02,4
Royal Palace,Mumbai,2025-07-09,Suite,2748,Fully Booked,Breakfast Included,2025-07-12,3
Ocean View,Bangalore,2024-12-30,Suite,9413,Available,Free Wi-Fi,2025-01-02,3
City Inn,Hyderabad,2025-05-27,Suite,14771,Fully Booked,Free Wi-Fi,2025-06-02,6
Royal Palace,Bangalore,2025-04-23,Double,12031,Fully Booked,Breakfast Included,2025-04-27,4
The Luxe,Kolkata,2025-08-09,Single,3109,Available,Airport Shuttle,2025-08-10,1
The Luxe,Jaipur,2025-01-08,Single,11961,Fully Booked,Breakfast Included,2025-01-09,1
Ocean View,Pune,2025-02-17,Single,14603,Fully Booked,Pool Access Included,2025-02-19,2
Comfort Stay,Chennai,2025-02-10,Suite,13365,Fully Booked,Pool Access Included,2025-02-14,4
Hotel Grand,Jaipur,2024-11-15,Single,7265,Available,Pool Access Included,2024-11-16,1
Mountain Lodge,Bangalore,2025-08-04,Deluxe,2772,Available,Airport Shuttle,2025-08-14,10
The Luxe,Delhi,2025-07-12,Single,14512,Fully Booked,Pool Access Included,2025-07-13,1
Hotel Grand,Kolkata,2024-10-31,Deluxe,7592,Fully Booked,No Info,2024-11-10,10
Royal Palace,Mumbai,2025-04-02,Single,11421,Fully Booked,Breakfast Included,2025-04-12,10
City Inn,Jaipur,2024-09-29,Single,8911,Fully Booked,Breakfast Included,2024-10-03,4
Mountain Lodge,Kolkata,2025-07-29,Suite,14256,Fully Booked,Airport Shuttle,2025-08-01,3
The Luxe,Pune,2025-03-20,Suite,13299,Fully Booked,Breakfast Included,2025-03-25,5
Hotel Grand,Pune,2025-01-29,Single,14999,Fully Booked,Breakfast Included,2025-02-01,3
Comfort Stay,Kolkata,2024-10-22,Suite,12666,Fully Booked,Free Wi-Fi,2024-11-01,10
Royal Palace,Chennai,2025-06-28,Suite,12674,Available,Airport Shuttle,2025-07-04,6
Hotel Grand,Mumbai,2025-04-15,Double,12923,Fully Booked,Airport Shuttle,2025-04-19,4
Mountain Lodge,Kolkata,2025-01-17,Deluxe,4278,Available,Airport Shuttle,2025-01-21,4
Royal Palace,Jaipur,2024-10-19,Double,6781,Fully Booked,Free Wi-Fi,2024-10-26,7
The Luxe,Kolkata,2025-07-07,Double,13237,Fully Booked,Airport Shuttle,2025-07-16,9
Ocean View,Delhi,2024-09-24,Double,7501,Fully Booked,No Info,2024-09-30,6
Hotel Grand,Bangalore,2024-10-04,Double,9115,Available,Airport Shuttle,2024-10-11,7
Comfort Stay,Bangalore,2024-11-03,Single,12177,Fully Booked,Free Wi-Fi,2024-11-13,10
Hotel Grand,Pune,2024-10-31,Suite,11891,Fully Booked,Airport Shuttle,2024-11-02,2
City Inn,Delhi,2025-02-26,Suite,12844,Available,Breakfast Included,2025-03-03,5
Comfort Stay,Delhi,2025-06-22,Deluxe,3390,Fully Booked,Free Wi-Fi,2025-06-29,7
City Inn,Mumbai,2025-07-09,Single,11393,Fully Booked,Pool Access Included,2025-07-10,1
Comfort Stay,Kolkata,2025-06-19,Double,7225,Available,No Info,2025-06-29,10
Royal Palace,Hyderabad,2025-08-28,Single,2829,Available,Pool Access Included,2025-08-29,1
City Inn,Pune,2025-03-08,Deluxe,3975,Available,No Info,2025-03-12,4
Comfort Stay,Chennai,2024-09-16,Deluxe,8052,Available,Pool Access Included,2024-09-24,8
Hotel Grand,Hyderabad,2024-10-18,Deluxe,2860,Available,Pool Access Included,2024-10-23,5
The Luxe,Kolkata,2025-08-28,Suite,13861,Fully Booked,Pool Access Included,2025-08-30,2
Royal Palace,Hyderabad,2025-08-14,Double,6651,Fully Booked,Breakfast Included,2025-08-15,1
Royal Palace,Hyderabad,2024-10-13,Suite,4568,Fully Booked,Pool Access Included,2024-10-14,1
City Inn,Mumbai,2025-07-17,Suite,2349,Available,Pool Access Included,2025-07-21,4
Comfort Stay,Pune,2024-10-24,Single,7055,Available,Pool Access Included,2024-10-28,4
Ocean View,Kolkata,2025-01-19,Double,2697,Available,Airport Shuttle,2025-01-23,4
Hotel Grand,Hyderabad,2024-09-15,Suite,2008,Available,Free Wi-Fi,2024-09-18,3
City Inn,Bangalore,2025-05-07,Deluxe,13704,Available,Pool Access Included,2025-05-15,8
Royal Palace,Chennai,2024-09-26,Suite,2273,Fully Booked,Free Wi-Fi,2024-09-30,4
Hotel Grand,Hyderabad,2025-02-15,Single,14164,Fully Booked,Breakfast Included,2025-02-16,1
Comfort Stay,Hyderabad,2025-03-20,Double,6448,Available,Breakfast Included,2025-03-23,3
Mountain Lodge,Bangalore,2025-02-10,Single,13885,Available,Airport Shuttle,2025-02-11,1
The Luxe,Chennai,2025-07-26,Suite,4644,Available,Airport Shuttle,2025-08-05,10
Royal Palace,Chennai,2025-02-02,Deluxe,10891,Available,Free Wi-Fi,2025-02-09,7
Ocean View,Kolkata,2025-08-11,Single,14877,Available,Airport Shuttle,2025-08-13,2
Hotel Grand,Chennai,2025-08-11,Deluxe,8917,Fully Booked,Pool Access Included,2025-08-14,3
City Inn,Pune,2024-10-11,Double,13515,Available,Airport Shuttle,2024-10-13,2
Ocean View,Jaipur,2025-02-11,Suite,10285,Fully Booked,Airport Shuttle,2025-02-17,6
Ocean View,Kolkata,2025-06-09,Deluxe,7209,Fully Booked,Breakfast Included,2025-06-19,10
The Luxe,Bangalore,2025-05-12,Single,5137,Available,Airport Shuttle,2025-05-14,2
Hotel Grand,Bangalore,2024-09-01,Suite,11392,Available,Free Wi-Fi,2024-09-05,4
The Luxe,Pune,2025-02-13,Suite,6079,Fully Booked,Airport Shuttle,2025-02-17,4
Hotel Grand,Delhi,2025-01-26,Double,12252,Fully Booked,Free Wi-Fi,2025-02-04,9
The Luxe,Chennai,2025-06-27,Suite,10975,Available,Breakfast Included,2025-07-01,4
City Inn,Delhi,2025-01-27,Single,3298,Fully Booked,Free Wi-Fi,2025-02-06,10
Mountain Lodge,Mumbai,2024-11-22,Deluxe,12129,Fully Booked,Airport Shuttle,2024-11-28,6
City Inn,Bangalore,2024-11-11,Single,8794,Fully Booked,Airport Shuttle,2024-11-20,9
Comfort Stay,Mumbai,2024-09-04,Deluxe,3042,Available,Breakfast Included,2024-09-12,8
Mountain Lodge,Kolkata,2025-08-28,Double,6839,Fully Booked,Pool Access Included,2025-08-29,1
Mountain Lodge,Kolkata,2025-07-07,Deluxe,13907,Available,Pool Access Included,2025-07-10,3
Hotel Grand,Delhi,2025-04-04,Double,10001,Available,No Info,2025-04-10,6
Mountain Lodge,Kolkata,2025-05-07,Suite,12870,Fully Booked,No Info,2025-05-17,10
The Luxe,Pune,2025-06-19,Deluxe,8195,Available,Airport Shuttle,2025-06-27,8
Comfort Stay,Delhi,2025-04-06,Single,11563,Fully Booked,Pool Access Included,2025-04-07,1
City Inn,Pune,2025-03-04,Deluxe,7876,Fully Booked,No Info,2025-03-07,3
Comfort Stay,Chennai,2025-06-24,Single,3594,Available,Breakfast Included,2025-06-30,6
Ocean View,Kolkata,2025-01-10,Suite,7838,Fully Booked,Pool Access Included,2025-01-20,10
Comfort Stay,Hyderabad,2024-12-28,Deluxe,13773,Available,Airport Shuttle,2025-01-03,6
Ocean View,Mumbai,2025-03-21,Double,14264,Available,Breakfast Included,2025-03-31,10
The Luxe,Hyderabad,2025-08-04,Single,6143,Available,No Info,2025-08-12,8
Hotel Grand,Mumbai,2024-11-15,Deluxe,13000,Available,Breakfast Included,2024-11-25,10
Mountain Lodge,Jaipur,2025-07-17,Suite,8388,Fully Booked,Free Wi-Fi,2025-07-21,4
Royal Palace,Mumbai,2024-11-18,Suite,3933,Available,Free Wi-Fi,2024-11-20,2
Ocean View,Jaipur,2025-03-30,Double,2470,Available,Pool Access Included,2025-04-04,5
City Inn,Delhi,2025-05-25,Deluxe,9778,Available,Free Wi-Fi,2025-05-26,1
Hotel Grand,Hyderabad,2025-06-14,Double,8895,Available,Breakfast Included,2025-06-24,10
The Luxe,Chennai,2025-08-29,Single,10937,Fully Booked,No Info,2025-08-30,1
Hotel Grand,Pune,2025-03-22,Suite,14842,Fully Booked,Breakfast Included,2025-03-30,8
Ocean View,Hyderabad,2025-02-10,Single,5170,Fully Booked,No Info,2025-02-16,6
The Luxe,Delhi,2024-11-30,Double,13162,Fully Booked,Breakfast Included,2024-12-02,2
Royal Palace,Hyderabad,2025-04-10,Double,11252,Available,Airport Shuttle,2025-04-15,5
Royal Palace,Bangalore,2024-12-09,Suite,14975,Fully Booked,Free Wi-Fi,2024-12-16,7
Hotel Grand,Pune,2024-11-12,Single,7553,Available,Breakfast Included,2024-11-22,10
Mountain Lodge,Chennai,2025-03-19,Double,3214,Available,Free Wi-Fi,2025-03-27,8
Ocean View,Chennai,2025-01-19,Single,14667,Fully Booked,Free Wi-Fi,2025-01-21,2
The Luxe,Kolkata,2025-04-10,Suite,11381,Fully Booked,Free Wi-Fi,2025-04-18,8
Ocean View,Jaipur,2025-06-05,Single,3303,Available,No Info,2025-06-11,6
Mountain Lodge,Hyderabad,2025-05-08,Deluxe,2898,Available,Breakfast Included,2025-05-09,1
Comfort Stay,Kolkata,2025-02-16,Single,14596,Available,No Info,2025-02-26,10
City Inn,Kolkata,2024-12-24,Deluxe,4853,Fully Booked,Airport Shuttle,2024-12-30,6
Comfort Stay,Delhi,2025-08-29,Double,6236,Available,Airport Shuttle,2025-09-01,3
The Luxe,Bangalore,2025-05-21,Single,2032,Fully Booked,Airport Shuttle,2025-05-29,8
Comfort Stay,Kolkata,2024-09-09,Deluxe,5832,Fully Booked,Pool Access Included,2024-09-18,9
Royal Palace,Bangalore,2025-05-25,Suite,2092,Fully Booked,Free Wi-Fi,2025-05-27,2
Mountain Lodge,Mumbai,2025-03-27,Suite,12501,Available,No Info,2025-04-05,9
Ocean View,Jaipur,2025-01-01,Double,6078,Available,Free Wi-Fi,2025-01-10,9
City Inn,Pune,2025-07-05,Suite,12738,Fully Booked,Airport Shuttle,2025-07-11,6
Comfort Stay,Delhi,2025-07-24,Deluxe,13234,Available,Breakfast Included,2025-07-30,6
Royal Palace,Hyderabad,2024-12-10,Suite,14178,Fully Booked,Airport Shuttle,2024-12-12,2
Mountain Lodge,Delhi,2025-05-14,Deluxe,9439,Available,Breakfast Included,2025-05-23,9
City Inn,Delhi,2025-02-25,Deluxe,6106,Available,Breakfast Included,2025-03-03,6
City Inn,Pune,2024-09-21,Suite,4011,Fully Booked,Free Wi-Fi,2024-09-26,5
The Luxe,Kolkata,2025-01-26,Single,9676,Available,Breakfast Included,2025-01-27,1
Ocean View,Kolkata,2024-09-25,Suite,13849,Available,Airport Shuttle,2024-09-30,5
City Inn,Bangalore,2025-01-11,Suite,14024,Fully Booked,No Info,2025-01-16,5
Hotel Grand,Bangalore,2024-10-15,Deluxe,4108,Fully Booked,Pool Access Included,2024-10-16,1
Comfort Stay,Chennai,2024-09-08,Double,11782,Fully Booked,Free Wi-Fi,2024-09-10,2
Mountain Lodge,Bangalore,2025-07-20,Double,5969,Available,No Info,2025-07-22,2
Royal Palace,Hyderabad,2025-03-02,Suite,7999,Available,Airport Shuttle,2025-03-11,9
Ocean View,Bangalore,2025-07-22,Deluxe,14383,Available,Airport Shuttle,2025-07-28,6
Hotel Grand,Kolkata,2025-08-03,Suite,5208,Available,Pool Access Included,2025-08-13,10
Mountain Lodge,Delhi,2025-01-31,Deluxe,7894,Fully Booked,No Info,2025-02-01,1
The Luxe,Kolkata,2024-12-03,Single,7605,Available,No Info,2024-12-11,8
Hotel Grand,Mumbai,2024-12-20,Single,7556,Available,No Info,2024-12-30,10
Hotel Grand,Kolkata,2025-03-14,Single,14634,Fully Booked,Pool Access Included,2025-03-17,3
City Inn,Mumbai,2025-04-06,Double,13126,Available,No Info,2025-04-12,6
Royal Palace,Chennai,2024-09-16,Double,9120,Available,No Info,2024-09-25,9
The Luxe,Kolkata,2024-10-18,Single,2215,Fully Booked,Airport Shuttle,2024-10-23,5
Royal Palace,Bangalore,2025-02-12,Deluxe,9602,Available,Breakfast Included,2025-02-16,4
Hotel Grand,Kolkata,2025-06-20,Single,4060,Fully Booked,Free Wi-Fi,2025-06-21,1
Hotel Grand,Hyderabad,2025-08-01,Deluxe,5091,Fully Booked,Airport Shuttle,2025-08-06,5
City Inn,Bangalore,2024-11-22,Double,13308,Fully Booked,Airport Shuttle,2024-11-27,5
Royal Palace,Bangalore,2025-05-11,Double,7865,Fully Booked,No Info,2025-05-21,10
Ocean View,Bangalore,2024-11-06,Double,6051,Fully Booked,Breakfast Included,2024-11-12,6
Ocean View,Delhi,2025-07-26,Single,13895,Available,Free Wi-Fi,2025-08-01,6
Royal Palace,Kolkata,2025-07-18,Double,6094,Fully Booked,Pool Access Included,2025-07-23,5
Royal Palace,Pune,2025-05-24,Deluxe,14856,Available,Airport Shuttle,2025-05-30,6
Mountain Lodge,Jaipur,2025-02-17,Single,7438,Fully Booked,Breakfast Included,2025-02-22,5
Comfort Stay,Hyderabad,2024-09-03,Double,10112,Available,Pool Access Included,2024-09-13,10
Royal Palace,Kolkata,2024-12-28,Deluxe,11530,Available,No Info,2025-01-03,6
Comfort Stay,Kolkata,2024-09-06,Suite,11366,Fully Booked,Free Wi-Fi,2024-09-11,5
Royal Palace,Jaipur,2025-05-20,Double,5394,Fully Booked,No Info,2025-05-30,10
Comfort Stay,Kolkata,2025-05-30,Deluxe,9336,Fully Booked,Free Wi-Fi,2025-06-02,3
Hotel Grand,Mumbai,2025-04-15,Double,10350,Fully Booked,Airport Shuttle,2025-04-20,5
The Luxe,Bangalore,2025-06-28,Single,8751,Available,No Info,2025-07-08,10
Comfort Stay,Bangalore,2025-07-04,Double,8852,Available,Airport Shuttle,2025-07-12,8
Hotel Grand,Jaipur,2025-06-19,Single,7277,Fully Booked,No Info,2025-06-25,6
Mountain Lodge,Delhi,2024-11-03,Single,7717,Fully Booked,Pool Access Included,2024-11-06,3
The Luxe,Pune,2024-09-06,Deluxe,9171,Available,Airport Shuttle,2024-09-16,10
Hotel Grand,Delhi,2025-02-22,Deluxe,10470,Available,Airport Shuttle,2025-02-24,2
Mountain Lodge,Chennai,2025-06-01,Double,3049,Available,Breakfast Included,2025-06-02,1
City Inn,Chennai,2024-12-09,Single,11682,Available,Breakfast Included,2024-12-17,8
City Inn,Pune,2025-01-03,Single,5152,Fully Booked,Breakfast Included,2025-01-04,1
Mountain Lodge,Bangalore,2025-02-15,Deluxe,13041,Available,Airport Shuttle,2025-02-17,2
Royal Palace,Bangalore,2025-03-22,Deluxe,4539,Available,No Info,2025-04-01,10
Royal Palace,Chennai,2025-07-22,Single,8063,Available,Pool Access Included,2025-07-23,1
Hotel Grand,Mumbai,2025-06-03,Deluxe,13554,Fully Booked,Breakfast Included,2025-06-07,4
Comfort Stay,Hyderabad,2024-11-23,Deluxe,11672,Available,Airport Shuttle,2024-11-30,7
Mountain Lodge,Jaipur,2025-07-03,Deluxe,11004,Fully Booked,Airport Shuttle,2025-07-10,7
Royal Palace,Mumbai,2025-08-25,Deluxe,10287,Fully Booked,Breakfast Included,2025-09-03,9
Mountain Lodge,Jaipur,2024-11-19,Suite,8233,Fully Booked,Free Wi-Fi,2024-11-20,1
Royal Palace,Jaipur,2025-07-30,Single,13031,Fully Booked,Airport Shuttle,2025-08-06,7
The Luxe,Hyderabad,2025-06-03,Deluxe,10677,Fully Booked,Free Wi-Fi,2025-06-11,8
The Luxe,Kolkata,2024-09-18,Suite,2444,Available,No Info,2024-09-26,8
Royal Palace,Hyderabad,2024-09-29,Suite,4115,Available,No Info,2024-10-03,4
The Luxe,Jaipur,2025-03-12,Single,6827,Fully Booked,Airport Shuttle,2025-03-17,5
City Inn,Bangalore,2025-02-21,Suite,4669,Fully Booked,Pool Access Included,2025-02-28,7
Comfort Stay,Mumbai,2024-10-13,Double,9863,Fully Booked,Pool Access Included,2024-10-16,3
City Inn,Pune,2025-06-09,Deluxe,2166,Available,Breakfast Included,2025-06-14,5
Royal Palace,Kolkata,2025-03-24,Suite,3804,Available,Airport Shuttle,2025-03-27,3
Hotel Grand,Delhi,2025-05-18,Single,6404,Fully Booked,Free Wi-Fi,2025-05-22,4
City Inn,Chennai,2025-02-07,Double,9599,Fully Booked,Airport Shuttle,2025-02-11,4
